"Scan_Results","04/13/2026 at 23:07:25 (GMT-0400)"
"neonray","1512 Bluebonnet Ln","","","","United States of America","78704"
"HD Moore","username","Manager"

"Launch Date","Active Hosts","Total Hosts","Type","Status","Reference","Scanner Appliance","Duration","Scan Title","Asset Groups","IPs","Excluded IPs","Option Profile","Network","FQDN"
"04/13/2026 at 08:00:45 (GMT-0400)","4","4","Scheduled (default option profile)","Finished","scan/1776081645.76234","Qualys-VMDR-Lab (Scanner 14.16.11-1, Vulnerability Signatures 2.6.578-2)","01:17:21","Neonray Scan Daily","","10.114.128.21-10.114.128.23,10.114.128.32","","Initial Options","Neonray",""

"IP","DNS","NetBIOS","OS","IP Status","QID","Title","Type","Severity","Port","Protocol","FQDN","SSL","CVE ID","Vendor Reference","Bugtraq ID","Threat","Impact","Solution","Exploitability","Associated Malware","Results","PCI Vuln","Instance","Category"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38704","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Key Exchange Methods","Ig","1","636","tcp","","over ssl","","","","The following is a list of SSL/TLS key exchange methods supported by the server, along with their respective key sizes, strengths and ciphers.","N/A","N/A","","","CIPHER	NAME	GROUP	KEY-SIZE	FORWARD-SECRET	CLASSICAL-STRENGTH	QUANTUM-STRENGTH
TLSv1	 	 	 	 	 	 
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low
TLSv1.1	 	 	 	 	 	 
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low
TLSv1.2	 	 	 	 	 	 
AES256-SHA256	RSA	 	2048	no	110	low
AES128-SHA256	RSA	 	2048	no	110	low
AES256-GCM-SHA384	RSA	 	2048	no	110	low
AES128-GCM-SHA256	RSA	 	2048	no	110	low
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
DHE-RSA-AES256-GCM-SHA384	DHE	 	2048	yes	110	low
DHE-RSA-AES128-GCM-SHA256	DHE	 	2048	yes	110	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA384	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA384	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA384	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low
TLSv1.3	 	 	 	 	 	 
TLS13-AES-128-GCM-SHA256	ECDHE	x25519	256	yes	128	low
TLS13-AES-128-GCM-SHA256	ECDHE	secp256r1	256	yes	128	low
TLS13-AES-128-GCM-SHA256	ECDHE	secp384r1	384	yes	192	low
TLS13-AES-256-GCM-SHA384	ECDHE	secp384r1	384	yes	192	low
TLS13-AES-256-GCM-SHA384	ECDHE	x25519	256	yes	128	low
TLS13-AES-256-GCM-SHA384	ECDHE	secp256r1	256	yes	128	low","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38600","SSL Certificate will expire within next six months","Ig","1","3269","tcp","","over ssl","","","","Certificates are used for authentication purposes in different protocols such as SSL/TLS. Each certificate has a validity period outside of which it is supposed to be considered invalid. This QID is reported to inform that a certificate will expire within next six months. The advance notice can be helpful since obtaining a certificate can take some time.","Expired certificates can cause connection disruptions or compromise the integrity and privacy of the connections being protected by the certificates.","Contact the certificate authority that signed your certificate to arrange for a renewal.","","","Certificate #0 _ The certificate will expire within six months: Jul 10 14:24:00 2026 GMT","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38600","SSL Certificate will expire within next six months","Ig","1","3389","tcp","","over ssl","","","","Certificates are used for authentication purposes in different protocols such as SSL/TLS. Each certificate has a validity period outside of which it is supposed to be considered invalid. This QID is reported to inform that a certificate will expire within next six months. The advance notice can be helpful since obtaining a certificate can take some time.","Expired certificates can cause connection disruptions or compromise the integrity and privacy of the connections being protected by the certificates.","Contact the certificate authority that signed your certificate to arrange for a renewal.","","","Certificate #0 CN=WIN2022-ADC01.corp.neonray.biz The certificate will expire within six months: Jun  8 03:26:05 2026 GMT","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38600","SSL Certificate will expire within next six months","Ig","1","636","tcp","","over ssl","","","","Certificates are used for authentication purposes in different protocols such as SSL/TLS. Each certificate has a validity period outside of which it is supposed to be considered invalid. This QID is reported to inform that a certificate will expire within next six months. The advance notice can be helpful since obtaining a certificate can take some time.","Expired certificates can cause connection disruptions or compromise the integrity and privacy of the connections being protected by the certificates.","Contact the certificate authority that signed your certificate to arrange for a renewal.","","","Certificate #0 _ The certificate will expire within six months: Jul 10 14:24:00 2026 GMT","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38597","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Invalid Protocol Version Tolerance","Ig","1","3269","tcp","","over ssl","","","","SSL/TLS protocols have different version that can be supported by both the client and the server. This test attempts to send invalid protocol versions to the target in order to find out what is the target's behavior. The results section contains a table that indicates what was the target's response to each of our tests.","N/A","N/A","","","my version	target version
0304	0303
0399	0303
0400	0303
0499	0303","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38597","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Invalid Protocol Version Tolerance","Ig","1","3389","tcp","","over ssl","","","","SSL/TLS protocols have different version that can be supported by both the client and the server. This test attempts to send invalid protocol versions to the target in order to find out what is the target's behavior. The results section contains a table that indicates what was the target's response to each of our tests.","N/A","N/A","","","my version	target version
0304	0303
0399	0303
0400	0303
0499	0303","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38597","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Invalid Protocol Version Tolerance","Ig","1","636","tcp","","over ssl","","","","SSL/TLS protocols have different version that can be supported by both the client and the server. This test attempts to send invalid protocol versions to the target in order to find out what is the target's behavior. The results section contains a table that indicates what was the target's response to each of our tests.","N/A","N/A","","","my version	target version
0304	0303
0399	0303
0400	0303
0499	0303","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38291","SSL Session Caching Information","Ig","1","3269","tcp","","over ssl","","","","SSL session is a collection of security parameters that are negotiated by the SSL client and server for each SSL connection. SSL session caching is targeted to reduce the overhead of negotiations in recurring SSL connections. SSL sessions can be reused to resume an earlier connection or to establish multiple simultaneous connections. The client suggests an SSL session to be reused by identifying the session with a Session-ID during SSL handshake. If the server finds it appropriate to reuse the session,  then they both proceed to secure communication with already known security parameters.
 
This test determines if SSL session caching is enabled on the host.","SSL session caching is part of the SSL and TLS protocols and is not a security threat. The result of this test is for informational purposes only.","N/A","","","TLSv1 session caching is enabled on the target.
TLSv1.1 session caching is enabled on the target.
TLSv1.2 session caching is enabled on the target.
TLSv1.3 session caching is disabled on the target.","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38291","SSL Session Caching Information","Ig","1","3389","tcp","","over ssl","","","","SSL session is a collection of security parameters that are negotiated by the SSL client and server for each SSL connection. SSL session caching is targeted to reduce the overhead of negotiations in recurring SSL connections. SSL sessions can be reused to resume an earlier connection or to establish multiple simultaneous connections. The client suggests an SSL session to be reused by identifying the session with a Session-ID during SSL handshake. If the server finds it appropriate to reuse the session,  then they both proceed to secure communication with already known security parameters.
 
This test determines if SSL session caching is enabled on the host.","SSL session caching is part of the SSL and TLS protocols and is not a security threat. The result of this test is for informational purposes only.","N/A","","","TLSv1 session caching is enabled on the target.
TLSv1.1 session caching is enabled on the target.
TLSv1.2 session caching is enabled on the target.","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38291","SSL Session Caching Information","Ig","1","636","tcp","","over ssl","","","","SSL session is a collection of security parameters that are negotiated by the SSL client and server for each SSL connection. SSL session caching is targeted to reduce the overhead of negotiations in recurring SSL connections. SSL sessions can be reused to resume an earlier connection or to establish multiple simultaneous connections. The client suggests an SSL session to be reused by identifying the session with a Session-ID during SSL handshake. If the server finds it appropriate to reuse the session,  then they both proceed to secure communication with already known security parameters.
 
This test determines if SSL session caching is enabled on the host.","SSL session caching is part of the SSL and TLS protocols and is not a security threat. The result of this test is for informational purposes only.","N/A","","","TLSv1 session caching is enabled on the target.
TLSv1.1 session caching is enabled on the target.
TLSv1.2 session caching is enabled on the target.
TLSv1.3 session caching is disabled on the target.","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38116","SSL Server Information Retrieval","Ig","1","3269","tcp","","over ssl","","","","The following is a list of supported SSL ciphers. 
Note: If a cipher is included in this list it means that it was possible to establish a SSL connection using that cipher. There are some web servers setups that allow connections to be established using a LOW grade cipher, only to provide a web page stating that the URL is accessible only through a non-LOW grade cipher. In this case even though LOW grade cipher will be listed here QID 38140 will not be reported.","N/A","N/A","","","CIPHER	KEY-EXCHANGE	AUTHENTICATION	MAC	ENCRYPTION(KEY-STRENGTH)	GRADE
SSLv2 PROTOCOL IS DISABLED	 	 	 	 	 
SSLv3 PROTOCOL IS DISABLED	 	 	 	 	 
TLSv1 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
TLSv1.1 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1.1	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
TLSv1.2 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1.2	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
AES128-GCM-SHA256	RSA	RSA	AEAD	AESGCM(128)	MEDIUM
AES256-GCM-SHA384	RSA	RSA	AEAD	AESGCM(256)	HIGH
DHE-RSA-AES128-GCM-SHA256	DH	RSA	AEAD	AESGCM(128)	MEDIUM
DHE-RSA-AES256-GCM-SHA384	DH	RSA	AEAD	AESGCM(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA256	ECDH	RSA	SHA256	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA384	ECDH	RSA	SHA384	AES(256)	HIGH
ECDHE-RSA-AES128-GCM-SHA256	ECDH	RSA	AEAD	AESGCM(128)	MEDIUM
ECDHE-RSA-AES256-GCM-SHA384	ECDH	RSA	AEAD	AESGCM(256)	HIGH
AES128-SHA256	RSA	RSA	SHA256	AES(128)	MEDIUM
AES256-SHA256	RSA	RSA	SHA256	AES(256)	HIGH
TLSv1.3 PROTOCOL IS ENABLED	 	 	 	 	 
TLS13-AES-128-GCM-SHA256	N/A	N/A	AEAD	AESGCM(128)	MEDIUM
TLS13-AES-256-GCM-SHA384	N/A	N/A	AEAD	AESGCM(256)	HIGH","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38116","SSL Server Information Retrieval","Ig","1","3389","tcp","","over ssl","","","","The following is a list of supported SSL ciphers. 
Note: If a cipher is included in this list it means that it was possible to establish a SSL connection using that cipher. There are some web servers setups that allow connections to be established using a LOW grade cipher, only to provide a web page stating that the URL is accessible only through a non-LOW grade cipher. In this case even though LOW grade cipher will be listed here QID 38140 will not be reported.","N/A","N/A","","","CIPHER	KEY-EXCHANGE	AUTHENTICATION	MAC	ENCRYPTION(KEY-STRENGTH)	GRADE
SSLv2 PROTOCOL IS DISABLED	 	 	 	 	 
SSLv3 PROTOCOL IS DISABLED	 	 	 	 	 
TLSv1 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
TLSv1.1 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1.1	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
TLSv1.2 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1.2	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
AES128-GCM-SHA256	RSA	RSA	AEAD	AESGCM(128)	MEDIUM
AES256-GCM-SHA384	RSA	RSA	AEAD	AESGCM(256)	HIGH
DHE-RSA-AES128-GCM-SHA256	DH	RSA	AEAD	AESGCM(128)	MEDIUM
DHE-RSA-AES256-GCM-SHA384	DH	RSA	AEAD	AESGCM(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA256	ECDH	RSA	SHA256	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA384	ECDH	RSA	SHA384	AES(256)	HIGH
ECDHE-RSA-AES128-GCM-SHA256	ECDH	RSA	AEAD	AESGCM(128)	MEDIUM
ECDHE-RSA-AES256-GCM-SHA384	ECDH	RSA	AEAD	AESGCM(256)	HIGH
AES128-SHA256	RSA	RSA	SHA256	AES(128)	MEDIUM
AES256-SHA256	RSA	RSA	SHA256	AES(256)	HIGH
TLSv1.3 PROTOCOL IS DISABLED","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","38116","SSL Server Information Retrieval","Ig","1","636","tcp","","over ssl","","","","The following is a list of supported SSL ciphers. 
Note: If a cipher is included in this list it means that it was possible to establish a SSL connection using that cipher. There are some web servers setups that allow connections to be established using a LOW grade cipher, only to provide a web page stating that the URL is accessible only through a non-LOW grade cipher. In this case even though LOW grade cipher will be listed here QID 38140 will not be reported.","N/A","N/A","","","CIPHER	KEY-EXCHANGE	AUTHENTICATION	MAC	ENCRYPTION(KEY-STRENGTH)	GRADE
SSLv2 PROTOCOL IS DISABLED	 	 	 	 	 
SSLv3 PROTOCOL IS DISABLED	 	 	 	 	 
TLSv1 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
TLSv1.1 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1.1	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
TLSv1.2 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1.2	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
AES128-GCM-SHA256	RSA	RSA	AEAD	AESGCM(128)	MEDIUM
AES256-GCM-SHA384	RSA	RSA	AEAD	AESGCM(256)	HIGH
DHE-RSA-AES128-GCM-SHA256	DH	RSA	AEAD	AESGCM(128)	MEDIUM
DHE-RSA-AES256-GCM-SHA384	DH	RSA	AEAD	AESGCM(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA256	ECDH	RSA	SHA256	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA384	ECDH	RSA	SHA384	AES(256)	HIGH
ECDHE-RSA-AES128-GCM-SHA256	ECDH	RSA	AEAD	AESGCM(128)	MEDIUM
ECDHE-RSA-AES256-GCM-SHA384	ECDH	RSA	AEAD	AESGCM(256)	HIGH
AES128-SHA256	RSA	RSA	SHA256	AES(128)	MEDIUM
AES256-SHA256	RSA	RSA	SHA256	AES(256)	HIGH
TLSv1.3 PROTOCOL IS ENABLED	 	 	 	 	 
TLS13-AES-128-GCM-SHA256	N/A	N/A	AEAD	AESGCM(128)	MEDIUM
TLS13-AES-256-GCM-SHA384	N/A	N/A	AEAD	AESGCM(256)	HIGH","no","","General remote services"
"10.114.128.21","win2022-adc01.corp.neonray.biz","WIN2022-ADC01","Windows 2016/2019/10","host scanned, found vuln","13910","Default Web Page ( Follow HTTP Redirection)","Ig","1","5985","tcp","","","","","","The Result section displays the default Web page for the Web server following HTTP redirections.","N/A","N/A","","","GET / HTTP/1.1
Host: 10.114.128.21:5985
Connection: Keep-Alive
<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01//EN""""http://www.w3.org/TR/html4/strict.dtd"">
<HTML><HEAD><TITLE>Not Found</TITLE>
<META HTTP-EQUIV=""Content-Type"" Content=""text/html; charset=us-ascii""></HEAD>
<BODY> Not Found 
  HTTP Error 404. The requested resource is not found.</p>
</BODY></HTML>","no","","CGI"
